chr9	15874309	15874521	uc.251
chr9	16710753	16710983	uc.252
chr9	17332212	17332433	uc.253
chr9	23496725	23497003	uc.254
chr9	23691768	23691999	uc.255
chr9	23692234	23692439	uc.256
chr9	37215204	37215467	uc.257
chr9	37324424	37324624	uc.258
chr9	79627879	79628186	uc.259
chr9	81472424	81472654	uc.260
chr9	81871574	81871884	uc.261
chr9	83727722	83727976	uc.262
chr9	86590284	86590490	uc.263
chr9	86590492	86590758	uc.264
chr9	108118471	108118687	uc.265
chr9	109378292	109378534	uc.266
chr9	125053890	125054092	uc.267
chr9	125606828	125607078	uc.268
chr9	126537937	126538153	uc.269
chr9	128304069	128304346	uc.270
chr9	128304352	128304562	uc.271
chr9	128432588	128432800	uc.272
chr9	128517598	128517918	uc.273
chr9	128521871	128522197	uc.274
chr9	128584116	128584370	uc.275
chr9	128605812	128606243	uc.276
chr9	128607710	128607985	uc.277
chr9	128646165	128646401	uc.278
chr9	128672559	128672894	uc.279
chr9	128678006	128678225	uc.280
chr9	135495525	135495762	uc.281
chr9	140042490	140042696	uc.282
chr10	50604757	50605033	uc.283
chr10	50606856	50607064	uc.284
chr10	70515991	70516222	uc.285
chr10	77139024	77139275	uc.286
chr10	77495943	77496199	uc.287
chr10	77727183	77727405	uc.288
chr10	77990539	77990792	uc.289
chr10	78042282	78042487	uc.290
chr10	78283624	78283854	uc.291
chr10	98715455	98715671	uc.292
chr10	102372669	102372911	uc.293
chr10	102373617	102374060	uc.294
chr10	102375100	102375308	uc.295
chr10	102415106	102415566	uc.296
chr10	102419220	102419583	uc.297
chr10	102447658	102448016	uc.298
chr10	102509435	102509644	uc.299
chr10	102547118	102547325	uc.300
chr10	102567791	102568074	uc.301
chr10	102979180	102979520	uc.302
chr10	103052427	103052698	uc.303
chr10	103082504	103082775	uc.304
chr10	103211435	103211739	uc.305
chr10	103212039	103212262	uc.306
chr10	103243983	103244214	uc.307
chr10	103245812	103246088	uc.308
chr10	103267031	103267298	uc.309
chr10	114404223	114404451	uc.310
chr10	120074402	120074620	uc.311
chr10	120076537	120076858	uc.312
chr10	121340174	121340404	uc.313
chr10	124852203	124852404	uc.314
chr10	124852615	124852849	uc.315
chr10	126905565	126905804	uc.316
chr10	131446338	131446555	uc.317
chr10	131691586	131691906	uc.318
chr11	8304695	8305010	uc.319
chr11	8317834	8318168	uc.320
chr11	15624424	15624627	uc.321
chr11	16316351	16316573	uc.322
chr11	16475336	16475535	uc.323
chr11	30557521	30557745	uc.324
chr11	31685644	31685878	uc.325
chr11	31785680	31785994	uc.326
chr11	31786284	31786551	uc.327
chr11	31825663	31825893	uc.328
chr11	32197992	32198298	uc.329
chr11	66393896	66394102	uc.330
chr11	83195159	83195376	uc.331
chr11	116232690	116233026	uc.332
chr11	124644647	124644916	uc.333
chr11	131867945	131868166	uc.334
chr12	16715414	16715627	uc.335
chr12	24292006	24292256	uc.336
chr12	41749179	41749396	uc.337
chr12	53858489	53858711	uc.338
chr12	54071096	54071347	uc.339
chr12	54090832	54091090	uc.340
chr12	54382918	54383231	uc.341
chr12	54410494	54410720	uc.342
chr12	54422441	54422828	uc.343
chr12	54426886	54427139	uc.344
chr12	54447600	54447900	uc.345
chr12	106976510	106976711	uc.346
chr13	71793988	71794196	uc.347
chr13	72063357	72063596	uc.348
chr13	72121302	72121504	uc.349
chr13	72256100	72256339	uc.350
chr13	72668900	72669154	uc.351
chr13	72694165	72694364	uc.352
chr13	72771553	72771875	uc.353
chr13	78976829	78977063	uc.354
chr13	95618882	95619109	uc.355
chr13	98008820	98009070	uc.356
chr13	112716337	112716578	uc.357
chr14	26378034	26378259	uc.358
chr14	26914968	26915291	uc.359
chr14	26915382	26915668	uc.360
chr14	29233135	29233401	uc.361
chr14	29348752	29348990	uc.362
chr14	29861319	29861583	uc.363
chr14	30712759	30712965	uc.364
chr14	30742362	30742639	uc.365
chr14	31382707	31382908	uc.366
chr14	33844463	33844760	uc.367
chr14	34068576	34068803	uc.368
chr14	34122617	34122829	uc.369
chr14	34202571	34202963	uc.370
chr14	36020189	36020484	uc.371
chr14	36043035	36043311	uc.372
chr14	36581807	36582200	uc.373
chr14	37715913	37716136	uc.374
chr14	37777220	37777519	uc.375
chr14	45565750	45566039	uc.376
chr14	45579023	45579239	uc.377
chr14	80327477	80327727	uc.378
chr14	97431368	97431619	uc.379
chr14	97762594	97762825	uc.380
chr14	97879290	97879527	uc.381
chr15	35918912	35919111	uc.382
chr15	36819927	36820195	uc.383
chr15	36965393	36965658	uc.384
chr15	37185670	37185878	uc.385
chr15	37522009	37522211	uc.386
chr15	42032054	42032291	uc.387
chr15	57425525	57425822	uc.388
chr15	67665385	67665655	uc.389
chr15	67878170	67878374	uc.390
chr15	68040304	68040614	uc.391
chr15	70392134	70392389	uc.392
chr15	74914242	74914516	uc.393
chr15	97236100	97236301	uc.394
chr16	24579003	24579251	uc.395
chr16	49094731	49094938	uc.396
chr16	49735848	49736158	uc.397
chr16	49890891	49891212	uc.398
chr16	50848991	50849204	uc.399
chr16	51671487	51671692	uc.400
chr16	52494715	52494964	uc.401
chr16	53654385	53654629	uc.402
chr16	54323855	54324060	uc.403
chr16	55223357	55223591	uc.404
chr16	59575395	59575604	uc.405
chr16	69680364	69680574	uc.406
chr16	69681155	69681480	uc.407
chr16	72821045	72821296	uc.408
chr16	73092871	73093114	uc.409
chr17	35012230	35012448	uc.410
chr17	35329619	35329847	uc.411
chr17	35336486	35336753	uc.412
chr17	37566519	37566790	uc.413
chr17	38249174	38249419	uc.414
chr17	46663906	46664112	uc.415
chr17	46670887	46671172	uc.416
chr17	46682312	46682533	uc.417
chr17	56082228	56082444	uc.418
chr17	56082715	56083003	uc.419
chr17	62496771	62497003	uc.420
chr18	22693155	22693499	uc.421
chr18	22748188	22748413	uc.422
chr18	22756355	22756577	uc.423
chr18	22767779	22767993	uc.424
chr18	22865207	22865531	uc.425
chr18	23915592	23915853	uc.426
chr18	24237199	24237413	uc.427
chr18	30353209	30353447	uc.428
chr18	34480541	34480778	uc.429
chr18	35063650	35063862	uc.430
chr18	35178600	35178829	uc.431
chr18	35564932	35565142	uc.432
chr18	36063632	36063837	uc.433
chr18	44770788	44771036	uc.434
chr18	53089931	53090157	uc.435
chr18	53254241	53254450	uc.436
chr18	72357658	72357872	uc.437
chr18	72357874	72358114	uc.438
chr18	72363031	72363293	uc.439
chr18	72363365	72363693	uc.440
chr18	72568592	72568839	uc.441
chr18	72592712	72592960	uc.442
chr19	8527269	8527507	uc.443
chr19	30494779	30495166	uc.444
chr19	30566435	30566744	uc.445
chr19	30747854	30748125	uc.446
chr19	30767781	30768053	uc.447
chr19	30841530	30841761	uc.448
chr19	31003541	31003830	uc.449
chr19	31587626	31587836	uc.450
chr19	31806620	31806844	uc.451
chr19	31827947	31828150	uc.452
chr19	42437317	42437641	uc.453
chr20	4866440	4866647	uc.454
chr20	34328379	34328623	uc.455
chr20	42087756	42088075	uc.456
chr22	19395909	19396119	uc.457
chr22	36148492	36148695	uc.458
chrX	21534560	21534814	uc.459
chrX	24823511	24823785	uc.460
chrX	24864797	24865193	uc.461
chrX	24894826	24895604	uc.462
chrX	24915882	24916156	uc.463
chrX	24916158	24916927	uc.464
chrX	24917481	24917790	uc.465
chrX	24946458	24946806	uc.466
chrX	25008354	25009084	uc.467
chrX	25017563	25018051	uc.468
chrX	25018053	25018274	uc.469
chrX	25401216	25401556	uc.470
chrX	41208371	41208609	uc.471
chrX	41379306	41379507	uc.472
chrX	70373224	70373445	uc.473
chrX	70468843	70469052	uc.474
chrX	70766055	70766451	uc.475
chrX	81789599	81789836	uc.476
chrX	103041491	103041699	uc.477
chrX	122599457	122599708	uc.478
chrX	122613751	122614052	uc.479
chrX	123235272	123235473	uc.480
chrX	123235475	123235678	uc.481
chrX	139170488	139170782	uc.482
chr3	17592729	17593130	uc.483
